Artist,Title,Release Date,Type,Total Tracks,Popularity,Genres,URL
Morwan,Не чекай,2025-09-10,single,1,0,,https://open.spotify.com/album/56KppVVg0uTNPTEpVtTHtx
KRBK і iT'e,Katana,2025-09-10,single,1,0,,https://open.spotify.com/album/0nq0RKeW79IJhSRt3QwUUP
