Artist,Title,Release Date,Type,Total Tracks,Popularity,Genres,URL
TRENCH ORDERLY,Недостатня русофобія,2025-09-06,single,1,0,,https://open.spotify.com/album/6llUNTdpKPJZaBX3F6e8BM
